min_size_pct,min_bars_in,rr_ratio,risk_per_trade,total_return_pct,cagr_pct,sharpe_ratio,sortino_ratio,max_drawdown_pct,calmar_ratio,win_rate_pct,profit_factor,total_trades,final_capital
4.0,10,4.0,0.2,-68.44,-16.92,0.384,0.115,-97.09,-0.174,34.83,1.345,89,3155.78
2.0,10,2.5,0.02,-68.59,-16.99,-1.138,-0.37,-73.29,-0.232,28.1,0.677,210,3140.7
5.0,3,2.0,0.05,-68.6,-16.99,-0.562,-0.138,-76.22,-0.223,29.63,0.788,135,3140.13
1.0,10,2.5,0.02,-68.62,-17.0,-0.989,-0.358,-75.42,-0.225,31.3,0.764,262,3137.83
3.0,4,2.0,0.02,-68.66,-17.01,-1.037,-0.387,-70.49,-0.241,29.08,0.757,306,3133.88
3.0,5,1.5,0.02,-68.72,-17.04,-1.25,-0.394,-72.95,-0.234,32.82,0.7,262,3128.3
5.0,10,2.0,0.1,-68.75,-17.05,-0.249,-0.046,-80.84,-0.211,34.78,0.875,69,3125.48
4.0,5,1.5,0.08,-68.93,-17.13,-0.188,-0.049,-86.48,-0.198,40.49,0.968,163,3106.87
5.0,10,3.0,0.08,-68.96,-17.14,-0.376,-0.072,-80.79,-0.212,30.77,0.779,65,3103.9
5.0,4,2.5,0.05,-69.05,-17.18,-0.594,-0.139,-75.21,-0.228,29.09,0.737,110,3094.68
0.5,6,2.5,0.01,-69.06,-17.18,-1.555,-0.742,-72.62,-0.237,30.77,0.74,494,3094.07
2.0,4,3.0,0.01,-69.17,-17.23,-1.583,-0.786,-71.74,-0.24,27.03,0.696,492,3083.01
4.0,3,2.5,0.05,-69.2,-17.25,-0.305,-0.107,-73.7,-0.234,30.56,0.925,216,3079.97
5.0,3,3.0,0.05,-69.33,-17.3,-0.517,-0.138,-74.82,-0.231,28.12,0.776,128,3067.29
1.5,5,2.5,0.01,-69.44,-17.35,-1.584,-0.765,-71.45,-0.243,29.53,0.725,508,3056.21
3.0,2,4.0,0.02,-69.73,-17.48,-0.744,-0.386,-75.02,-0.233,27.21,0.834,408,3026.78
2.0,4,4.0,0.01,-69.74,-17.48,-1.528,-0.793,-71.84,-0.243,26.25,0.686,480,3025.55
5.0,3,2.5,0.05,-69.83,-17.52,-0.553,-0.142,-74.12,-0.236,29.01,0.774,131,3017.27
4.0,4,2.0,0.05,-69.9,-17.55,-0.412,-0.124,-73.96,-0.237,33.16,0.884,190,3009.54
2.0,4,2.5,0.01,-69.99,-17.59,-1.674,-0.807,-71.02,-0.248,27.83,0.694,503,3001.48
2.0,10,3.0,0.02,-69.99,-17.59,-1.162,-0.385,-72.39,-0.243,26.83,0.656,205,3001.01
5.0,4,4.0,0.05,-70.02,-17.6,-0.488,-0.133,-78.9,-0.223,25.47,0.754,106,2997.93
1.0,10,1.5,0.02,-70.02,-17.6,-1.183,-0.388,-72.68,-0.242,37.41,0.758,294,2998.25
1.0,5,4.0,0.01,-70.11,-17.65,-1.317,-0.758,-71.09,-0.248,28.65,0.772,555,2988.63
4.0,2,2.0,0.03,-70.15,-17.66,-0.774,-0.266,-74.25,-0.238,29.5,0.798,261,2984.9
0.5,6,3.0,0.01,-70.24,-17.7,-1.541,-0.763,-74.03,-0.239,29.51,0.73,488,2976.29
7.0,3,2.5,0.2,-70.24,-17.7,0.157,0.031,-95.44,-0.185,35.59,1.159,59,2975.68
3.0,5,3.0,0.03,-70.39,-17.77,-0.609,-0.237,-83.68,-0.212,26.58,0.828,237,2960.83
4.0,6,1.5,0.08,-70.42,-17.78,-0.223,-0.055,-88.16,-0.202,40.79,0.951,152,2957.84
5.0,8,2.0,0.1,-70.46,-17.8,-0.251,-0.047,-83.73,-0.213,34.25,0.88,73,2954.26
4.0,3,1.5,0.05,-70.56,-17.84,-0.446,-0.135,-79.76,-0.224,36.32,0.898,234,2943.93
3.0,3,2.5,0.03,-70.69,-17.9,-0.537,-0.236,-79.45,-0.225,29.6,0.892,348,2931.01
3.0,2,2.0,0.02,-70.72,-17.92,-0.922,-0.417,-77.03,-0.233,30.43,0.831,447,2927.53
0.5,6,2.0,0.01,-70.91,-18.0,-1.758,-0.79,-73.51,-0.245,32.81,0.72,506,2909.28
3.0,10,2.0,0.05,-70.91,-18.0,-0.504,-0.134,-81.63,-0.221,32.88,0.834,146,2908.57
1.0,10,4.0,0.02,-71.0,-18.04,-0.922,-0.374,-77.52,-0.233,28.17,0.749,252,2900.27
4.0,2,3.0,0.03,-71.01,-18.05,-0.672,-0.259,-73.95,-0.244,26.4,0.804,250,2898.55
3.0,10,1.5,0.05,-71.02,-18.05,-0.568,-0.141,-75.43,-0.239,37.18,0.828,156,2898.29
5.0,4,2.0,0.05,-71.03,-18.06,-0.656,-0.15,-78.84,-0.229,29.31,0.734,116,2896.5
3.0,5,2.5,0.03,-71.05,-18.06,-0.657,-0.245,-83.49,-0.216,28.4,0.825,243,2895.14
0.5,10,2.5,0.02,-71.24,-18.15,-1.049,-0.385,-77.6,-0.234,31.0,0.758,271,2875.74
0.5,6,1.5,0.01,-71.67,-18.35,-1.899,-0.816,-73.49,-0.25,36.25,0.722,538,2832.53
3.0,8,4.0,0.05,-71.75,-18.39,-0.323,-0.113,-82.43,-0.223,26.49,0.884,151,2824.8
1.5,5,2.0,0.01,-72.08,-18.54,-1.835,-0.836,-73.12,-0.254,31.05,0.697,525,2792.33
4.0,2,2.5,0.03,-72.09,-18.55,-0.755,-0.276,-73.96,-0.251,27.27,0.788,253,2790.6
2.0,10,4.0,0.03,-72.13,-18.56,-0.638,-0.242,-80.37,-0.231,27.27,0.793,198,2787.39
0.5,10,1.5,0.02,-72.15,-18.57,-1.234,-0.41,-74.75,-0.248,37.79,0.758,307,2785.23
4.0,4,2.5,0.05,-72.17,-18.58,-0.394,-0.128,-75.64,-0.246,30.05,0.88,183,2783.29
1.5,4,4.0,0.01,-72.66,-18.81,-1.403,-0.823,-73.14,-0.257,28.31,0.76,611,2734.47
4.0,4,3.0,0.05,-72.75,-18.86,-0.356,-0.123,-79.37,-0.238,28.18,0.887,181,2725.49
1.0,5,3.0,0.01,-73.13,-19.04,-1.545,-0.831,-75.4,-0.253,29.44,0.751,574,2687.02
2.0,8,4.0,0.02,-73.21,-19.08,-1.02,-0.415,-77.89,-0.245,25.71,0.702,245,2678.7
5.0,4,3.0,0.05,-73.24,-19.09,-0.647,-0.158,-79.49,-0.24,27.52,0.701,109,2676.14
1.5,5,1.5,0.01,-73.3,-19.12,-2.053,-0.877,-74.36,-0.257,33.76,0.68,545,2670.41
4.0,5,3.0,0.08,-73.33,-19.14,-0.088,-0.029,-86.58,-0.221,30.2,0.996,149,2667.01
4.0,3,3.0,0.05,-73.7,-19.32,-0.329,-0.122,-76.87,-0.251,28.64,0.909,213,2630.1
7.0,2,3.0,0.15,-73.71,-19.32,-0.036,-0.007,-93.35,-0.207,32.26,0.998,62,2629.28
1.5,10,3.0,0.02,-74.01,-19.47,-1.217,-0.426,-77.5,-0.251,28.87,0.675,239,2599.37
3.0,2,3.0,0.02,-74.03,-19.48,-0.915,-0.449,-80.52,-0.242,27.63,0.808,427,2597.0
3.0,10,3.0,0.05,-74.07,-19.5,-0.493,-0.143,-81.11,-0.24,28.68,0.814,136,2592.84
1.5,4,3.0,0.01,-74.12,-19.53,-1.573,-0.867,-75.0,-0.26,28.91,0.749,626,2588.14
3.0,6,3.0,0.03,-74.16,-19.55,-0.743,-0.273,-80.54,-0.243,26.51,0.775,215,2584.23
3.0,3,3.0,0.03,-74.58,-19.76,-0.593,-0.267,-80.83,-0.244,28.11,0.866,338,2542.3
7.0,3,1.5,0.2,-74.69,-19.82,0.033,0.005,-94.54,-0.21,40.62,1.053,64,2531.0
5.0,8,3.0,0.1,-74.8,-19.87,-0.278,-0.055,-86.1,-0.231,31.34,0.842,67,2520.13
3.0,5,4.0,0.03,-74.87,-19.91,-0.68,-0.272,-85.11,-0.234,24.78,0.787,226,2513.46
1.0,8,2.0,0.02,-75.18,-20.07,-1.131,-0.443,-79.76,-0.252,33.81,0.782,352,2481.65
5.0,8,1.5,0.15,-75.2,-20.08,-0.08,-0.014,-91.44,-0.22,40.79,0.987,76,2479.63
2.0,4,2.0,0.01,-75.23,-20.09,-2.085,-0.943,-75.7,-0.265,28.41,0.642,521,2476.86
2.0,2,3.0,0.01,-75.31,-20.14,-1.566,-0.939,-76.6,-0.263,29.33,0.769,757,2468.81
2.0,4,1.5,0.01,-75.44,-20.2,-2.261,-0.963,-76.18,-0.265,31.1,0.634,537,2456.28
3.0,4,4.0,0.03,-75.59,-20.28,-0.624,-0.274,-83.24,-0.244,25.27,0.827,277,2440.86
3.0,6,2.5,0.03,-75.59,-20.28,-0.84,-0.291,-81.05,-0.25,27.98,0.758,218,2441.18
1.0,5,2.0,0.01,-75.59,-20.28,-1.89,-0.915,-76.25,-0.266,32.39,0.72,599,2440.93
3.0,4,2.5,0.03,-75.63,-20.3,-0.703,-0.285,-82.15,-0.247,27.8,0.829,295,2437.37
4.0,10,3.0,0.15,-75.65,-20.31,0.127,0.033,-93.71,-0.217,34.41,1.122,93,2435.17
0.5,10,4.0,0.02,-75.65,-20.31,-1.056,-0.428,-81.24,-0.25,27.59,0.72,261,2434.98
4.0,6,2.5,0.08,-75.78,-20.38,-0.187,-0.054,-86.49,-0.236,34.29,0.95,140,2422.12
1.0,5,1.5,0.01,-76.03,-20.51,-2.065,-0.942,-77.66,-0.264,35.57,0.713,627,2397.16
1.0,5,2.5,0.01,-76.08,-20.54,-1.802,-0.915,-77.43,-0.265,30.19,0.717,583,2391.86
1.5,4,2.5,0.01,-76.1,-20.55,-1.758,-0.926,-76.8,-0.268,29.72,0.728,636,2389.83
1.0,4,4.0,0.01,-76.12,-20.56,-1.406,-0.896,-77.26,-0.266,29.0,0.788,700,2387.6
5.0,3,1.5,0.05,-76.15,-20.58,-0.798,-0.183,-81.53,-0.252,31.25,0.723,144,2385.13
3.0,2,1.5,0.02,-76.19,-20.6,-1.227,-0.507,-80.06,-0.257,32.82,0.78,457,2380.55
5.0,2,3.0,0.05,-76.25,-20.63,-0.611,-0.174,-81.27,-0.254,25.35,0.747,142,2375.46
2.0,2,4.0,0.01,-76.26,-20.64,-1.527,-0.957,-77.37,-0.267,28.1,0.756,733,2373.89
4.0,6,4.0,0.08,-76.29,-20.65,-0.114,-0.037,-90.87,-0.227,30.53,0.974,131,2370.79
1.5,10,2.0,0.03,-76.32,-20.67,-0.861,-0.289,-84.73,-0.244,34.39,0.8,253,2367.62
5.0,6,1.5,0.1,-76.32,-20.67,-0.312,-0.06,-88.05,-0.235,38.71,0.875,93,2367.96
2.0,3,4.0,0.01,-76.34,-20.68,-1.716,-0.953,-77.84,-0.266,26.7,0.689,588,2365.96
5.0,2,2.0,0.05,-76.51,-20.77,-0.699,-0.181,-84.18,-0.247,28.29,0.748,152,2348.94
1.0,10,3.0,0.02,-76.63,-20.84,-1.246,-0.456,-79.75,-0.261,28.68,0.685,258,2336.55
2.0,3,3.0,0.01,-76.71,-20.88,-1.822,-0.973,-78.33,-0.267,27.15,0.689,604,2329.08
7.0,3,3.0,0.2,-76.78,-20.92,0.095,0.018,-96.79,-0.216,34.55,1.111,55,2321.64
2.0,2,2.5,0.01,-76.94,-21.01,-1.717,-0.997,-78.03,-0.269,29.84,0.757,774,2306.13
1.0,10,2.0,0.03,-76.96,-21.02,-0.832,-0.291,-85.11,-0.247,35.16,0.823,273,2304.0
1.0,8,4.0,0.02,-77.31,-21.21,-0.984,-0.451,-82.52,-0.257,28.66,0.766,321,2268.52
2.0,3,2.5,0.01,-77.36,-21.24,-1.904,-0.999,-78.56,-0.27,27.61,0.69,623,2263.67
0.5,5,4.0,0.01,-77.82,-21.5,-1.576,-0.929,-79.82,-0.269,27.38,0.741,599,2217.56
0.5,10,3.0,0.02,-78.14,-21.68,-1.277,-0.475,-81.16,-0.267,28.46,0.686,267,2186.19
2.0,8,1.5,0.02,-78.17,-21.7,-1.559,-0.504,-78.77,-0.276,33.1,0.655,284,2182.93
4.0,6,3.0,0.08,-78.2,-21.72,-0.177,-0.055,-88.96,-0.244,31.65,0.95,139,2180.32
2.0,10,2.0,0.03,-78.25,-21.75,-1.002,-0.315,-82.28,-0.264,31.65,0.733,218,2175.11
1.0,8,2.5,0.02,-78.26,-21.75,-1.167,-0.481,-83.2,-0.261,30.47,0.755,338,2173.71
4.0,6,2.0,0.08,-78.35,-21.81,-0.263,-0.071,-84.49,-0.258,36.49,0.926,148,2164.83
1.5,10,4.0,0.03,-78.4,-21.83,-0.73,-0.291,-85.29,-0.256,29.06,0.793,234,2159.95
3.0,5,2.0,0.03,-78.45,-21.86,-0.934,-0.323,-83.52,-0.262,29.92,0.762,254,2154.55
5.0,2,2.5,0.05,-78.53,-21.91,-0.714,-0.192,-81.51,-0.269,26.71,0.722,146,2147.49
3.0,4,3.0,0.03,-78.6,-21.95,-0.747,-0.312,-83.36,-0.263,25.69,0.805,288,2139.5
4.0,2,4.0,0.05,-78.6,-21.95,-0.315,-0.135,-87.31,-0.251,26.47,0.913,238,2139.66
2.0,8,2.0,0.02,-78.84,-22.09,-1.493,-0.51,-80.05,-0.276,29.26,0.645,270,2116.15
0.5,5,3.0,0.01,-78.92,-22.14,-1.746,-0.966,-81.3,-0.272,28.76,0.734,619,2107.82
5.0,10,3.0,0.1,-79.11,-22.25,-0.376,-0.072,-88.22,-0.252,30.77,0.779,65,2088.68
1.0,4,3.0,0.01,-79.17,-22.29,-1.685,-0.998,-80.35,-0.277,30.04,0.76,719,2083.13
3.0,8,2.5,0.05,-79.2,-22.3,-0.561,-0.171,-85.23,-0.262,29.01,0.814,162,2080.39
2.0,10,1.5,0.03,-79.23,-22.32,-1.124,-0.333,-81.54,-0.274,35.34,0.724,232,2077.41
4.0,8,2.5,0.15,-79.43,-22.44,0.112,0.029,-93.35,-0.24,34.29,1.106,105,2056.98
0.5,10,2.0,0.03,-79.44,-22.45,-0.884,-0.313,-86.82,-0.259,34.98,0.818,283,2056.13
3.0,3,2.0,0.03,-79.48,-22.47,-0.829,-0.335,-82.2,-0.273,30.51,0.825,354,2052.38
4.0,5,2.5,0.1,-79.56,-22.52,-0.044,-0.014,-87.46,-0.258,33.33,1.02,150,2043.98
5.0,8,4.0,0.15,-79.59,-22.54,0.003,0.001,-95.34,-0.236,32.81,1.033,64,2041.34
3.0,6,4.0,0.03,-79.78,-22.66,-0.869,-0.328,-83.96,-0.27,23.76,0.711,202,2021.62
3.0,6,2.0,0.03,-79.8,-22.67,-1.058,-0.342,-83.2,-0.272,29.52,0.714,227,2019.69
3.0,8,3.0,0.05,-79.81,-22.68,-0.535,-0.171,-85.37,-0.266,27.5,0.815,160,2018.78
5.0,2,1.5,0.05,-80.01,-22.8,-0.869,-0.21,-86.02,-0.265,30.63,0.713,160,1999.26
1.5,4,1.5,0.01,-80.13,-22.87,-2.298,-1.076,-80.79,-0.283,33.67,0.682,683,1987.2
0.5,8,2.0,0.02,-80.2,-22.92,-1.272,-0.507,-83.49,-0.274,33.96,0.768,374,1980.37
1.0,8,1.5,0.02,-80.2,-22.92,-1.435,-0.527,-82.05,-0.279,36.63,0.741,374,1979.86
5.0,6,3.0,0.08,-80.31,-22.99,-0.46,-0.101,-87.06,-0.264,30.12,0.761,83,1968.73
1.5,8,4.0,0.02,-80.38,-23.03,-1.198,-0.508,-84.66,-0.272,27.65,0.694,293,1962.26
5.0,6,2.5,0.08,-80.65,-23.2,-0.483,-0.103,-86.41,-0.268,31.03,0.765,87,1935.41
2.0,2,2.0,0.01,-80.7,-23.23,-2.047,-1.127,-81.68,-0.284,30.51,0.724,803,1930.42
2.0,6,2.0,0.02,-80.73,-23.25,-1.368,-0.542,-86.35,-0.269,30.56,0.716,360,1927.25
2.0,3,2.0,0.01,-80.84,-23.32,-2.259,-1.119,-81.58,-0.286,28.04,0.653,642,1916.07
4.0,5,2.0,0.1,-80.86,-23.33,-0.11,-0.031,-86.8,-0.269,36.08,0.995,158,1914.49
4.0,5,1.5,0.1,-80.93,-23.38,-0.188,-0.049,-92.65,-0.252,40.49,0.968,163,1907.11
0.5,5,2.5,0.01,-80.96,-23.4,-1.971,-1.042,-82.86,-0.282,29.5,0.71,634,1903.93
1.5,4,2.0,0.01,-81.05,-23.46,-2.199,-1.087,-81.52,-0.288,30.75,0.676,657,1894.64
2.0,6,4.0,0.02,-81.11,-23.5,-1.171,-0.535,-85.83,-0.274,26.44,0.704,329,1888.63
5.0,6,2.0,0.08,-81.16,-23.54,-0.536,-0.109,-88.5,-0.266,32.22,0.757,90,1883.55
2.0,8,2.5,0.02,-81.18,-23.54,-1.53,-0.545,-82.97,-0.284,26.44,0.615,261,1882.17
5.0,10,2.5,0.15,-81.35,-23.66,-0.088,-0.017,-90.12,-0.263,34.33,0.97,67,1864.76
0.5,4,4.0,0.01,-81.62,-23.84,-1.545,-1.041,-82.68,-0.288,27.68,0.788,773,1838.04
0.5,8,2.5,0.02,-81.62,-23.83,-1.243,-0.524,-85.48,-0.279,30.83,0.756,360,1838.42
2.0,6,3.0,0.02,-81.67,-23.87,-1.267,-0.549,-87.63,-0.272,27.19,0.705,342,1833.37
1.5,10,1.5,0.03,-81.75,-23.92,-1.128,-0.358,-84.55,-0.283,36.76,0.754,272,1824.86
1.0,8,3.0,0.02,-81.78,-23.94,-1.282,-0.536,-85.76,-0.279,29.31,0.715,331,1822.49
5.0,5,2.5,0.08,-81.84,-23.98,-0.465,-0.106,-87.03,-0.276,29.47,0.783,95,1816.33
0.5,8,4.0,0.02,-81.85,-23.99,-1.101,-0.51,-86.09,-0.279,28.74,0.754,341,1815.48
4.0,6,1.5,0.1,-81.89,-24.02,-0.223,-0.055,-93.76,-0.256,40.79,0.951,152,1811.09
2.0,8,3.0,0.02,-81.91,-24.03,-1.53,-0.558,-83.42,-0.288,25.2,0.598,254,1808.58
4.0,4,1.5,0.08,-81.93,-24.04,-0.319,-0.09,-90.56,-0.265,38.19,0.929,199,1807.38
1.0,4,2.5,0.01,-81.99,-24.08,-1.961,-1.102,-82.77,-0.291,30.74,0.728,732,1801.4
1.5,3,4.0,0.01,-82.04,-24.12,-1.746,-1.085,-82.4,-0.293,28.1,0.734,751,1796.2
4.0,5,4.0,0.1,-82.09,-24.15,0.01,0.004,-95.42,-0.253,28.87,1.044,142,1791.28
2.0,6,2.5,0.02,-82.22,-24.24,-1.348,-0.562,-87.33,-0.278,28.08,0.701,349,1777.63
1.5,8,2.0,0.02,-82.22,-24.24,-1.526,-0.56,-84.26,-0.288,30.94,0.674,320,1778.34
0.5,5,2.0,0.01,-82.24,-24.25,-2.214,-1.1,-83.12,-0.292,31.64,0.69,651,1776.15
1.5,8,1.5,0.02,-82.31,-24.3,-1.633,-0.571,-83.35,-0.292,34.22,0.678,339,1768.68
0.5,5,1.5,0.01,-82.33,-24.32,-2.385,-1.118,-83.68,-0.291,35.34,0.689,682,1766.53
3.0,4,1.5,0.03,-82.42,-24.38,-1.095,-0.383,-84.2,-0.29,33.23,0.762,319,1757.72
4.0,8,1.5,0.2,-82.46,-24.41,0.197,0.045,-97.62,-0.25,43.22,1.149,118,1754.06
5.0,5,1.5,0.08,-82.5,-24.44,-0.608,-0.12,-88.96,-0.275,35.29,0.754,102,1749.67
3.0,6,1.5,0.03,-82.6,-24.5,-1.293,-0.384,-83.94,-0.292,32.48,0.674,234,1739.95
3.0,8,2.0,0.05,-82.64,-24.53,-0.696,-0.202,-85.44,-0.287,30.64,0.785,173,1736.21
1.5,10,2.5,0.03,-82.67,-24.56,-1.022,-0.355,-87.77,-0.28,30.58,0.739,242,1732.56
2.0,3,1.5,0.01,-82.68,-24.56,-2.593,-1.2,-83.34,-0.295,30.72,0.625,664,1732.18
2.0,6,1.5,0.02,-82.79,-24.63,-1.596,-0.59,-85.03,-0.29,33.16,0.69,374,1721.41
7.0,2,2.5,0.2,-82.87,-24.69,0.065,0.013,-97.04,-0.254,33.85,1.079,65,1713.44
3.0,3,1.5,0.03,-82.87,-24.7,-1.055,-0.392,-85.25,-0.29,33.79,0.788,367,1712.53
4.0,8,2.0,0.15,-83.13,-24.88,0.033,0.008,-92.73,-0.268,36.94,1.06,111,1686.73
3.0,8,1.5,0.05,-83.15,-24.89,-0.786,-0.213,-85.43,-0.291,34.78,0.777,184,1684.91
1.5,3,3.0,0.01,-83.17,-24.9,-1.924,-1.14,-83.63,-0.298,28.37,0.724,772,1683.4
1.0,10,2.5,0.03,-83.22,-24.94,-0.977,-0.355,-88.13,-0.283,31.3,0.767,262,1677.73
3.0,2,2.5,0.03,-83.22,-24.94,-0.767,-0.371,-89.6,-0.278,29.0,0.854,438,1678.4
3.0,5,1.5,0.03,-83.29,-25.0,-1.25,-0.394,-86.53,-0.289,32.82,0.7,262,1670.54
2.0,10,2.5,0.03,-83.31,-25.01,-1.138,-0.37,-86.64,-0.289,28.1,0.677,210,1668.59
5.0,10,1.5,0.2,-83.44,-25.1,0.006,0.001,-94.37,-0.266,42.25,1.04,71,1656.46
5.0,6,4.0,0.08,-83.49,-25.14,-0.45,-0.108,-91.92,-0.273,27.16,0.749,81,1650.74
3.0,4,2.0,0.03,-83.53,-25.17,-1.037,-0.387,-84.87,-0.297,29.08,0.757,306,1646.65
5.0,3,4.0,0.08,-83.73,-25.32,-0.317,-0.096,-89.31,-0.283,27.2,0.855,125,1626.82
5.0,5,3.0,0.08,-84.04,-25.55,-0.507,-0.117,-89.33,-0.286,27.47,0.748,91,1595.57
1.0,10,1.5,0.03,-84.12,-25.6,-1.171,-0.384,-85.99,-0.298,37.41,0.761,294,1588.1
4.0,2,1.5,0.05,-84.19,-25.66,-0.706,-0.228,-89.9,-0.285,33.58,0.833,271,1580.9
4.0,3,4.0,0.08,-84.39,-25.81,-0.079,-0.032,-93.24,-0.277,27.72,1.006,202,1560.54
2.0,10,3.0,0.03,-84.44,-25.85,-1.162,-0.385,-86.14,-0.3,26.83,0.656,205,1556.2
1.5,8,2.5,0.02,-84.48,-25.88,-1.573,-0.601,-87.29,-0.296,27.92,0.643,308,1551.93
0.5,8,3.0,0.02,-84.53,-25.92,-1.341,-0.577,-87.98,-0.295,29.46,0.72,353,1546.92
3.0,2,4.0,0.03,-84.63,-25.99,-0.73,-0.379,-88.14,-0.295,27.21,0.837,408,1537.39
2.0,5,3.0,0.02,-84.63,-26.0,-1.299,-0.609,-89.97,-0.289,26.38,0.721,398,1536.7
2.0,5,4.0,0.02,-84.64,-26.0,-1.245,-0.606,-89.71,-0.29,25.78,0.712,384,1536.01
2.0,2,1.5,0.01,-84.7,-26.05,-2.556,-1.307,-85.48,-0.305,32.37,0.673,831,1529.88
3.0,10,4.0,0.08,-84.81,-26.14,-0.24,-0.078,-91.4,-0.286,27.91,0.912,129,1518.52
5.0,5,2.0,0.08,-84.92,-26.22,-0.587,-0.127,-90.64,-0.289,30.3,0.746,99,1507.74
3.0,2,2.0,0.03,-85.0,-26.29,-0.906,-0.411,-89.58,-0.293,30.43,0.833,447,1499.66
1.5,3,2.5,0.01,-85.21,-26.45,-2.173,-1.235,-85.55,-0.309,28.97,0.699,787,1478.98
1.0,4,1.5,0.01,-85.22,-26.46,-2.529,-1.263,-85.77,-0.308,34.78,0.685,785,1478.08
0.5,8,1.5,0.02,-85.29,-26.51,-1.64,-0.614,-86.62,-0.306,36.75,0.719,400,1471.0
1.0,10,4.0,0.03,-85.32,-26.54,-0.912,-0.371,-89.72,-0.296,28.17,0.751,252,1467.69
0.5,10,2.5,0.03,-85.36,-26.57,-1.04,-0.382,-89.73,-0.296,31.0,0.759,271,1464.08
1.5,6,1.5,0.02,-85.45,-26.65,-1.575,-0.631,-87.37,-0.305,35.65,0.733,446,1454.66
4.0,5,3.0,0.1,-85.61,-26.77,-0.088,-0.029,-93.3,-0.287,30.2,0.996,149,1439.23
1.0,4,2.0,0.01,-85.63,-26.79,-2.368,-1.257,-86.1,-0.311,31.52,0.686,755,1437.07
5.0,10,4.0,0.15,-85.65,-26.8,-0.104,-0.023,-95.51,-0.281,32.26,0.946,62,1435.22
4.0,10,2.0,0.2,-85.79,-26.92,0.186,0.044,-97.46,-0.276,40.0,1.15,100,1420.97
0.5,10,1.5,0.03,-85.83,-26.95,-1.223,-0.407,-87.6,-0.308,37.79,0.76,307,1417.24
1.5,6,2.5,0.02,-85.93,-27.04,-1.413,-0.623,-89.15,-0.303,30.73,0.724,410,1406.68
1.5,6,2.0,0.02,-86.05,-27.14,-1.515,-0.635,-88.36,-0.307,32.62,0.721,423,1394.81
1.5,6,4.0,0.02,-86.2,-27.27,-1.261,-0.616,-89.49,-0.305,29.22,0.725,397,1379.86
3.0,10,2.5,0.08,-86.22,-27.28,-0.362,-0.103,-93.88,-0.291,31.65,0.878,139,1378.18
1.0,3,3.0,0.01,-86.25,-27.31,-1.906,-1.256,-87.23,-0.313,28.88,0.764,914,1374.74
0.5,4,3.0,0.01,-86.5,-27.52,-2.013,-1.248,-87.5,-0.314,28.23,0.733,797,1350.48
4.0,6,2.5,0.1,-86.6,-27.61,-0.187,-0.054,-92.73,-0.298,34.29,0.95,140,1340.05
5.0,4,1.5,0.08,-86.6,-27.6,-0.665,-0.142,-91.34,-0.302,33.61,0.75,122,1340.29
7.0,2,4.0,0.2,-86.62,-27.62,0.09,0.021,-98.68,-0.28,29.51,1.109,61,1338.35
1.5,8,3.0,0.02,-86.64,-27.64,-1.67,-0.648,-88.83,-0.311,27.06,0.608,303,1335.73
3.0,3,4.0,0.05,-86.8,-27.78,-0.363,-0.175,-93.18,-0.298,28.26,0.925,322,1320.14
0.5,4,2.5,0.01,-86.88,-27.85,-2.155,-1.278,-87.82,-0.317,29.52,0.726,813,1312.4
5.0,8,2.5,0.15,-86.95,-27.92,-0.162,-0.033,-92.75,-0.301,32.86,0.923,70,1304.91
1.5,2,4.0,0.01,-86.96,-27.92,-1.836,-1.307,-87.16,-0.32,28.77,0.76,987,1303.98
2.0,5,2.5,0.02,-86.97,-27.94,-1.481,-0.671,-90.89,-0.307,26.83,0.698,410,1302.59
5.0,2,4.0,0.08,-86.99,-27.95,-0.337,-0.109,-92.76,-0.301,24.82,0.85,137,1301.39
5.0,3,2.0,0.08,-87.05,-28.0,-0.557,-0.138,-91.53,-0.306,29.63,0.789,135,1295.48
1.0,3,4.0,0.01,-87.05,-28.0,-1.86,-1.282,-88.2,-0.317,27.52,0.748,883,1295.4
1.5,6,3.0,0.02,-87.13,-28.08,-1.413,-0.648,-90.03,-0.312,29.66,0.713,408,1286.99
5.0,5,4.0,0.08,-87.15,-28.1,-0.517,-0.129,-92.42,-0.304,24.72,0.726,89,1284.61
4.0,4,4.0,0.08,-87.16,-28.1,-0.174,-0.066,-93.92,-0.299,27.17,0.955,173,1283.84
2.0,8,4.0,0.03,-87.19,-28.13,-1.02,-0.415,-90.12,-0.312,25.71,0.702,245,1280.75
1.5,10,3.0,0.03,-87.28,-28.21,-1.206,-0.423,-89.68,-0.315,28.87,0.678,239,1271.96
5.0,4,2.5,0.08,-87.33,-28.26,-0.594,-0.139,-90.95,-0.311,29.09,0.737,110,1267.09
4.0,6,4.0,0.1,-87.5,-28.42,-0.114,-0.037,-95.69,-0.297,30.53,0.974,131,1249.66
3.0,2,3.0,0.03,-87.66,-28.56,-0.9,-0.443,-91.94,-0.311,27.63,0.81,427,1233.99
5.0,3,3.0,0.08,-87.77,-28.66,-0.513,-0.137,-90.89,-0.315,28.12,0.778,128,1223.37
5.0,10,2.0,0.15,-87.96,-28.84,-0.249,-0.046,-93.54,-0.308,34.78,0.875,69,1204.04
5.0,3,2.5,0.08,-87.97,-28.85,-0.549,-0.141,-90.43,-0.319,29.01,0.775,131,1202.77
4.0,3,2.0,0.08,-88.0,-28.88,-0.328,-0.107,-90.31,-0.32,33.03,0.925,221,1199.79
